ComplaintID,Date,Time,Province,District,CustomerType,CustomerPlan,ComplaintChannel,ComplaintText,Language,Category,SubCategory,Priority,Severity,Department,Status,AssignedEngineer,Resolution,ResolutionHours,Escalated,DuplicateTicket,Sentiment,CustomerRating,NetworkTechnology,DeviceType,RouterBrand,EstimatedCost,AISummary
NTC-202603-009052,2026-03-17,13:05:05,Madhesh,Saptari,Residential,Fiber 50Mbps,Counter Visit,ONT box power off chha adapter fuse bhayo jasto xa. Device on nai bhayera aayenam. Kindly check.,Nepali-English,ONT Offline,Fiber Attenuation Fault,High,High,Fiber Team,In Progress,Eng. Sita Adhikari,Pending investigation by assigned field team.,0.0,False,False,Angry,,FTTH,4G CPE Router,Nokia,536.49,ONT optical terminal offline or unregistered.
NTC-202602-010558,2026-02-24,11:07:44,Karnali,Dailekh,Business,BizFiber 150Mbps,Mobile App,"NTC Support, LOS red light is constantly turned on in my Nokia optical router. Restarted 3 times already.",English,LOS Red,Optical Power Low,High,High,Fiber Team,In Progress,Eng. Sita Adhikari,Pending investigation by assigned field team.,0.0,False,False,Angry,,FTTH,Smartphone,Nokia,2276.53,Loss of Signal (LOS) detected on ONT device.
NTC-202606-004557,2026-06-12,11:32:42,Lumbini,Arghakhanchi,Corporate,Dedicated Enterprise Fiber 1Gbps,Social Media,"FYI, HD TV channels showing black screen with audio buffering error. Kindly check.",English,IPTV,Channel Black Screen,Critical,Medium,Internet Support,Resolved,Eng. Sunita Tamang,KYC documents manually verified in billing engine system and SIM profile activated.,2.63,True,False,Frustrated,3,FTTH,Smartphone,Nokia,6829.3,"IPTV stream pixelation, freezing, or STB authentication failure."
NTC-202606-009196,2026-06-11,10:12:09,Gandaki,Kaski,Government,GovNet Enterprise Fiber 100Mbps,Web Portal,"bihan ko time ping thik hunchha, diuso dekhi high ping le problem diyo.",Nepali-English,High Ping,International Gateway Jitter,Critical,Medium,Internet Support,In Progress,Eng. Deepa Sharma,Pending investigation by assigned field team.,0.0,False,False,Frustrated,,FTTH,ONT Optical Router,D-Link,2529.37,High latency/ping spikes affecting real-time network traffic.
NTC-202605-011014,2026-05-15,22:46:45,Bagmati,Chitwan,Business,BizFiber 150Mbps,Web Portal,sms message center number wrong vayo hola sms nai pass hudaina. urgent response needed!,Nepali-English,SMS Failure,SMSC Center Error,Low,Low,Mobile Team,Pending,Eng. Unassigned,Pending investigation by assigned field team.,0.0,False,False,Neutral,,4G,Wi-Fi Router,N/A,254.38,Customer unable to send or receive SMS / OTP notifications.
NTC-202606-004872,2026-06-24,06:41:52,Koshi,Jhapa,Business,Biz 4G Pro,Web Portal,"Dear NTC, Experiencing unbearable ping latency over 350ms while playing online games like PUBG/CSGO. Solved this fast.",English,High Ping,International Gateway Jitter,Medium,Medium,Internet Support,Resolved,Eng. Sita Adhikari,Field team dispatched to site in Jhapa. Re-spliced optical fiber cable and tested optical power level (-19dBm). Link restored.,46.79,False,False,Neutral,5,FTTH,Smartphone,TP-Link,422.38,High latency/ping spikes affecting real-time network traffic.
NTC-202605-010414,2026-05-25,00:14:47,Gandaki,Tanahu,Government,Secured Intranet SLA,Web Portal,"Dear NTC, ONT box power off cha adapter fuse bhayo jasto xa. Device on nai bhayera aayenam. Thanks.",Nepali-English,ONT Offline,ONT Power Off,Critical,High,Fiber Team,Resolved,Eng. Unassigned,Field team dispatched to site in Tanahu. Re-spliced optical fiber cable and tested optical power level (-19dBm). Link restored.,1.74,True,False,Angry,3,FTTH,Wi-Fi Router,Netgear,5743.78,ONT optical terminal offline or unregistered.
NTC-202602-011801,2026-02-21,02:06:22,Gandaki,Tanahu,Corporate,Dedicated Enterprise Fiber 1Gbps,SMS Alert,Complain: Router ethernet ports are not assigning IP via DHCP to connected LAN PC. Waiting for reply.,English,Router Issue,Ethernet Port Fault,Critical,Medium,Internet Support,Resolved,Eng. Anish Karki,Adjusted WiFi radio channel frequencies and updated router firmware to resolve stability issue.,2.27,True,False,Angry,3,FTTH,Smartphone,Nokia,3900.21,Hardware or firmware malfunction reported on customer premises router.
NTC-202605-008258,2026-05-12,01:54:09,Madhesh,Rautahat,Government,GovNet Enterprise Fiber 100Mbps,Social Media,"Heloo support team, Not receiving any bank OTP transaction SMS codes on my mobile number.",English,SMS Failure,SMSC Center Error,Low,Low,Mobile Team,Resolved,Eng. Bikash Thapa,Replaced faulty power supply adapter unit for ONT device. Verified line online status.,32.6,False,False,Happy,5,5G,Wi-Fi Router,N/A,144.44,Customer unable to send or receive SMS / OTP notifications.
NTC-202604-011905,2026-04-04,12:38:30,Lumbini,Banke,Residential,Fiber 50Mbps,Mobile App,"Dear NTC, Bahaar pillar ma bhako fiber wire tukra bhako xa. Fiber cut le garda internet aakai xaina.",Nepali-English,Fiber Cut,Drop Wire Snapped,Critical,Critical,Fiber Team,In Progress,Eng. Anish Karki,Pending investigation by assigned field team.,0.0,True,False,Angry,,Enterprise Ethernet,4G CPE Router,N/A,5307.88,Physical fiber optic cable break identified; field repair dispatched.
NTC-202602-001831,2026-02-18,10:28:00,Lumbini,Arghakhanchi,Corporate,Dedicated Internet 100Mbps,Web Portal,"data drop bhaerako chha connection bata, live stream garna payena.",Nepali-English,Packet Loss,Interface Error Frames,Critical,Medium,Network Operations,Resolved,Eng. Sita Adhikari,Adjusted WiFi radio channel frequencies and updated router firmware to resolve stability issue.,4.87,True,False,Angry,4,4G,MiFi Dongle,N/A,5708.25,Significant packet drop detected on connection link.
NTC-202605-008966,2026-05-15,15:59:16,Karnali,Jumla,Residential,ADSL Standard,Mobile App,Internet has been down completely since 2 PM. Broadband status says offline. Waiting for reply.,English,Internet Down,Unregistered PPPoE,High,High,Internet Support,Resolved,Eng. Subash Giri,KYC documents manually verified in billing engine system and SIM profile activated.,9.7,False,False,Frustrated,1,FTTH,Fiber Media Converter,Tenda,772.09,Total internet connectivity blackout reported by customer.
NTC-202604-000086,2026-04-24,21:07:07,Gandaki,Kaski,Corporate,Dedicated Enterprise Fiber 1Gbps,Mobile App,phone garda network busy matra dekhaucha continuous.,Nepali-English,Voice Call,Outbound Network Busy,Critical,Medium,Mobile Team,Resolved,Eng. Sunita Tamang,Adjusted WiFi radio channel frequencies and updated router firmware to resolve stability issue.,4.13,False,False,Frustrated,5,5G,Fiber Media Converter,N/A,3192.5,Voice call quality degradation or call establishment failure.
NTC-202607-010091,2026-07-16,06:45:40,Gandaki,Nawalpur,Residential,Fiber 100Mbps,Mobile App,Amount Rs. 1000 deducted via mobile banking app but internet quota not renewed. Kindly check.,English,Recharge Issue,Scratch Card Invalid,Medium,Medium,Billing,Resolved,Eng. Anish Karki,KYC documents manually verified in billing engine system and SIM profile activated.,23.01,False,False,Neutral,4,4G,Smartphone,N/A,324.19,Recharge/Top-up transaction success in payment portal but uncredited in billing Engine.
NTC-202604-001220,2026-04-23,10:23:55,Koshi,Ilam,Residential,Fiber 50Mbps,Mobile App,Urgent: HD TV channels showing black screen with audio buffering error.,English,IPTV,STB HDMI Signal Lost,Medium,Medium,Internet Support,In Progress,Eng. Prakash Maharjan,Pending investigation by assigned field team.,0.0,False,False,Frustrated,,FTTH,4G CPE Router,Huawei,217.76,"IPTV stream pixelation, freezing, or STB authentication failure."
NTC-202605-008404,2026-05-26,20:24:37,Bagmati,Kavrepalanchok,Corporate,Dedicated Enterprise Fiber 1Gbps,Call Center (198),Mobile number suspended due to KYC non-update alert.,English,SIM Blocked,PUK Code Locked,Critical,High,Mobile Team,Resolved,Eng. Sunita Tamang,KYC documents manually verified in billing engine system and SIM profile activated.,5.79,True,False,Frustrated,5,4G,Fiber Media Converter,N/A,5784.53,SIM line locked or blocked due to security/inactivity.
NTC-202606-005070,2026-06-25,06:58:47,Bagmati,Kavrepalanchok,Business,BizFiber 150Mbps,Web Portal,"NTC Support, Recharge card ko 16 digit pin numeric card scratch garda dhyabai metiyo. Solved this fast.",Nepali-English,Recharge Issue,eSewa / Khalti API Sync Fail,Medium,Medium,Billing,Resolved,Eng. Sita Adhikari,Recharge transaction re-processed manually via payment clearing system; customer account credited.,34.1,False,False,Frustrated,2,5G,ONT Optical Router,N/A,10.76,Recharge/Top-up transaction success in payment portal but uncredited in billing Engine.
NTC-202605-003577,2026-05-22,08:12:26,Sudurpashchim,Kanchanpur,Business,Biz 4G Pro,SMS Alert,yesterday dekhi roter ko los red bhai rako xa. wire khukulo thiyo tara taade pani aayena. solved this fast.,Nepali-English,LOS Red,Blinking Red LOS Light,High,High,Fiber Team,Resolved,Eng. Subash Giri,Rebooted port interface on OLT/BRAS gateway and refreshed PPPoE user session credentials.,4.8,False,False,Frustrated,5,FTTH,Wi-Fi Router,ZTE,1135.0,Loss of Signal (LOS) detected on ONT device.
NTC-202605-012210,2026-05-14,05:28:53,Gandaki,Tanahu,Business,Biz 4G Pro,Call Center (198),"FYI, Kotha ma matrai WiFi aauchha, arko room ma signal dherai weak hunchha.",Nepali-English,Weak WiFi,SSID Not Broadcasted,Low,Low,Internet Support,Resolved,Eng. Subash Giri,Replaced faulty power supply adapter unit for ONT device. Verified line online status.,41.31,False,False,Neutral,5,FTTH,ONT Optical Router,Tenda,174.84,Wi-Fi signal propagation issues inside customer premises.
NTC-202607-011300,2026-07-12,03:18:40,Lumbini,Palpa,Corporate,Dedicated Enterprise Fiber 1Gbps,Web Portal,LOS red light is constantly turned on in my Nokia optical router. Restarted 3 times already.,English,LOS Red,Solid Red LOS Light,Critical,High,Fiber Team,Resolved,Eng. Sunita Tamang,Replaced faulty power supply adapter unit for ONT device. Verified line online status.,5.28,True,False,Frustrated,3,Fiber,MiFi Dongle,Tenda,3791.67,Loss of Signal (LOS) detected on ONT device.
NTC-202603-005791,2026-03-31,20:59:06,Lumbini,Palpa,Corporate,Dedicated Internet 100Mbps,Web Portal,channels play garda authorization failed error aairacha setup box ma.,Nepali-English,IPTV,STB HDMI Signal Lost,Critical,Medium,Internet Support,Closed,Eng. Prakash Maharjan,Rebooted port interface on OLT/BRAS gateway and refreshed PPPoE user session credentials.,2.08,False,False,Angry,4,FTTH,Wi-Fi Router,Tenda,2727.24,"IPTV stream pixelation, freezing, or STB authentication failure."
NTC-202607-004210,2026-07-25,14:49:29,Lumbini,Palpa,Business,Corporate Dedicated 50Mbps,Call Center (198),"Light aada ghanta agadi gako thyo, light aaye pachi ONT router chalnai xodyo.",Nepali-English,ONT Offline,Fiber Attenuation Fault,High,High,Fiber Team,Escalated,Eng. Sunita Tamang,Pending investigation by assigned field team.,0.0,True,False,Angry,,FTTH,MiFi Dongle,TP-Link,1688.98,ONT optical terminal offline or unregistered.
NTC-202604-014015,2026-04-28,15:03:29,Gandaki,Lamjung,Business,BizFiber 300Mbps,Web Portal,"Dear NTC, TV ma iptv channel sab sthapit (freeze) vayo, sound maatra aauchha video audaina.",Nepali-English,IPTV,Channel Black Screen,Medium,Medium,Internet Support,Resolved,Eng. Subash Giri,Replaced faulty power supply adapter unit for ONT device. Verified line online status.,16.97,False,False,Frustrated,1,FTTH,MiFi Dongle,Unknown/Generic,499.81,"IPTV stream pixelation, freezing, or STB authentication failure."
NTC-202605-005439,2026-05-25,09:49:10,Lumbini,Banke,Government,GovNet Dedicated 50Mbps,Web Portal,"CALL GARDA AAWAJ KATINDAI AAUCHA, COMPLETE NOISE AAUCHA VOICE MA. URGENT RESPONSE NEEDED!",Nepali-English,Voice Call,Call Muting,Critical,Medium,Mobile Team,Resolved,Eng. Ramesh Shrestha,Field team dispatched to site in Banke. Re-spliced optical fiber cable and tested optical power level (-19dBm). Link restored.,0.75,False,True,Frustrated,3,4G,MiFi Dongle,N/A,4134.79,Voice call quality degradation or call establishment failure.
NTC-202607-014306,2026-07-11,01:47:48,Gandaki,Lamjung,Corporate,Dedicated Internet 100Mbps,Counter Visit,Problem report - LOS indicator is blinking red rapidly. Optical power signal seems disconnected. Kindly check.,English,LOS Red,Patch Cord Damaged,Critical,High,Fiber Team,In Progress,Eng. Anish Karki,Pending investigation by assigned field team.,0.0,True,False,Frustrated,,Fiber,ONT Optical Router,Huawei,3859.44,Loss of Signal (LOS) detected on ONT device.
NTC-202607-000595,2026-07-28,11:54:01,Bagmati,Chitwan,Residential,Fiber 200Mbps,Mobile App,"NTC Support, Setup Box ko red light nai blinks garerax chaina, TV ma NetTV dekhaena.",Nepali-English,IPTV,Audio Out of Sync,Medium,Medium,Internet Support,Resolved,Eng. Prakash Maharjan,KYC documents manually verified in billing engine system and SIM profile activated.,11.38,False,False,Frustrated,3,FTTH,Smartphone,Unknown/Generic,174.4,"IPTV stream pixelation, freezing, or STB authentication failure."
NTC-202604-004640,2026-04-07,05:11:36,Lumbini,Banke,Government,GovNet Enterprise Fiber 100Mbps,Counter Visit,"dear ntc, router aafai restart bhai raakhchha 5-5 min ma. hardware bigryo jasto cha.",Nepali-English,Router Issue,Corrupted Firmware,Critical,Medium,Internet Support,Pending,Eng. Unassigned,Pending investigation by assigned field team.,0.0,True,False,Angry,,ADSL,ONT Optical Router,Nokia,3409.94,Hardware or firmware malfunction reported on customer premises router.
NTC-202607-007274,2026-07-01,19:03:03,Madhesh,Sarlahi,Government,Secured Intranet SLA,Social Media,"PING UNSTABLE CHA, PACKET LOSS SANGAI HIGH LATENCY LE गर्दा OFFICE MEETING DISCONNECT BHAYO.",Nepali-English,High Ping,Packet Routing Delay,Critical,Medium,Internet Support,In Progress,Eng. Anish Karki,Pending investigation by assigned field team.,0.0,True,False,Frustrated,,5G,Wi-Fi Router,N/A,4849.1,High latency/ping spikes affecting real-time network traffic.
NTC-202602-008143,2026-02-08,22:32:13,Gandaki,Kaski,Business,Biz 4G Pro,SMS Alert,FIBER ADAPTER LE LIGHT BAALENA. ONT DEVICE OFFLINE BHAYO BILKUL. URGENT RESPONSE NEEDED!,Nepali-English,ONT Offline,ONT Power Off,High,High,Fiber Team,Resolved,Eng. Sita Adhikari,Field team dispatched to site in Kaski. Re-spliced optical fiber cable and tested optical power level (-19dBm). Link restored.,12.47,False,True,Angry,1,FTTH,Smartphone,Tenda,2019.76,ONT optical terminal offline or unregistered.
NTC-202604-012300,2026-04-28,09:20:13,Madhesh,Dhanusha,Corporate,Dedicated Enterprise Fiber 1Gbps,Social Media,WiFi password keeps prompting incorrect even though entered correctly.,English,Weak WiFi,2.4GHz Coverage Weak,Low,Low,Internet Support,Resolved,Eng. Ramesh Shrestha,Recharge transaction re-processed manually via payment clearing system; customer account credited.,18.98,False,False,Neutral,5,FTTH,Wi-Fi Router,TP-Link,220.48,Wi-Fi signal propagation issues inside customer premises.
NTC-202607-013848,2026-07-30,18:47:19,Gandaki,Tanahu,Corporate,Dedicated Enterprise Fiber 1Gbps,Call Center (198),Rukh ko daangale main fiber cable chhyapryakkai chodyo. Cable physically damaged bhayo. Solved this fast.,Nepali-English,Fiber Cut,Road Expansion Damage,Critical,Critical,Fiber Team,Resolved,Eng. Anish Karki,Rebooted port interface on OLT/BRAS gateway and refreshed PPPoE user session credentials.,4.88,False,False,Angry,4,Fiber,Smartphone,ZTE,4398.29,Physical fiber optic cable break identified; field repair dispatched.
NTC-202605-008631,2026-05-28,13:29:50,Koshi,Jhapa,Corporate,SLA Premium Fiber,Counter Visit,Video stream keeps pixelating due to high dropped packets on upstream link.,English,Packet Loss,Interface Error Frames,Critical,Medium,Network Operations,Pending,Eng. Unassigned,Pending investigation by assigned field team.,0.0,False,False,Frustrated,,Fiber,Fiber Media Converter,Tenda,7242.8,Significant packet drop detected on connection link.
NTC-202602-014544,2026-02-24,01:57:19,Madhesh,Mahottari,Corporate,Dedicated Enterprise Fiber 1Gbps,Social Media,"FYI, SITES LOADING WHEN USING 8.8.8.8 BUT FAILING ON AUTOMATIC DNS.",English,DNS,CDN Routing Failure,Critical,Medium,Network Operations,Resolved,Eng. Nabin Chaudhary,Adjusted WiFi radio channel frequencies and updated router firmware to resolve stability issue.,5.11,True,False,Frustrated,5,FTTH,Smartphone,TP-Link,4224.96,Primary/Secondary DNS server resolution failure for target domain names.
NTC-202607-014063,2026-07-24,02:18:24,Gandaki,Syangja,Residential,4G Unlimited Pack,Web Portal,"Packet loss bho dherai, cmd ma ping garda request timed out aauchha continuous.",Nepali-English,Packet Loss,Downstream Drops,Medium,Medium,Network Operations,In Progress,Eng. Deepa Sharma,Pending investigation by assigned field team.,0.0,False,False,Neutral,,Fiber,ONT Optical Router,Nokia,409.16,Significant packet drop detected on connection link.
NTC-202607-014025,2026-07-16,18:07:09,Gandaki,Lamjung,Business,Biz 4G Pro,Social Media,"Bihan ko time ping thik hunchha, diuso dekhi high ping le problem diyo.",Nepali-English,High Ping,International Gateway Jitter,Medium,Medium,Internet Support,Resolved,Eng. Bikash Thapa,Field team dispatched to site in Lamjung. Re-spliced optical fiber cable and tested optical power level (-19dBm). Link restored.,22.77,False,False,Neutral,5,FTTH,Fiber Media Converter,Tenda,363.72,High latency/ping spikes affecting real-time network traffic.
